,decisionTree,randomForest,knnDistance,knn,kMeansCentroids,kGA
0,0.8555555555555555,0.9611111111111111,0.9833333333333333,0.9833333333333333,0.9722222222222222,0.95
1,0.8388888888888889,0.9944444444444445,0.9722222222222222,0.9777777777777777,0.9666666666666667,0.9166666666666666
2,0.8666666666666667,0.9555555555555556,0.9722222222222222,0.9666666666666667,0.9166666666666666,0.8944444444444445
3,0.8888888888888888,0.9944444444444445,0.9722222222222222,0.9666666666666667,0.9666666666666667,0.9111111111111111
4,0.8277777777777777,0.9833333333333333,0.9611111111111111,0.9666666666666667,0.9333333333333333,0.8722222222222222
5,0.8777777777777778,0.9888888888888889,0.9666666666666667,0.9722222222222222,0.95,0.8666666666666667
6,0.8222222222222222,0.9555555555555556,0.9888888888888889,0.9888888888888889,0.9388888888888889,0.8611111111111112
7,0.9050279329608939,0.994413407821229,0.9888268156424581,0.9720670391061452,0.9497206703910615,0.8938547486033519
8,0.8435754189944135,0.9720670391061452,0.9776536312849162,0.9832402234636871,0.9497206703910615,0.9385474860335196
9,0.8547486033519553,0.9776536312849162,0.9888268156424581,0.9720670391061452,0.9553072625698324,0.888268156424581
10,0.8333333333333334,0.9833333333333333,0.9666666666666667,0.9833333333333333,0.9444444444444444,0.9222222222222223
11,0.8444444444444444,0.9833333333333333,0.9888888888888889,0.9888888888888889,0.9555555555555556,0.9277777777777778
12,0.9222222222222223,0.9666666666666667,0.9888888888888889,0.95,0.95,0.8888888888888888
13,0.8222222222222222,0.9944444444444445,0.9833333333333333,0.9833333333333333,0.95,0.9277777777777778
14,0.85,0.9833333333333333,0.9666666666666667,0.9833333333333333,0.9777777777777777,0.8888888888888888
15,0.8722222222222222,0.9555555555555556,0.9555555555555556,0.9777777777777777,0.95,0.9222222222222223
16,0.8888888888888888,0.9555555555555556,0.9888888888888889,0.9611111111111111,0.9555555555555556,0.8888888888888888
17,0.8379888268156425,0.9776536312849162,0.9776536312849162,0.994413407821229,0.9273743016759777,0.8603351955307262
18,0.8324022346368715,0.9720670391061452,0.9664804469273743,0.9608938547486033,0.9553072625698324,0.888268156424581
19,0.8379888268156425,0.9608938547486033,0.9832402234636871,0.9888268156424581,0.9553072625698324,0.9050279329608939
20,0.8611111111111112,0.9666666666666667,0.9722222222222222,0.9833333333333333,0.9611111111111111,0.8888888888888888
21,0.8722222222222222,0.9666666666666667,0.9777777777777777,0.9611111111111111,0.9611111111111111,0.9222222222222223
22,0.8611111111111112,0.9666666666666667,0.9722222222222222,0.9888888888888889,0.9555555555555556,0.9111111111111111
23,0.8777777777777778,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9444444444444444,0.8888888888888888
24,0.8722222222222222,0.9722222222222222,0.9888888888888889,0.9666666666666667,0.9388888888888889,0.9
25,0.8611111111111112,0.9777777777777777,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8833333333333333
26,0.8555555555555555,0.9555555555555556,0.9777777777777777,0.9777777777777777,0.9555555555555556,0.9111111111111111
27,0.8379888268156425,0.9832402234636871,0.9832402234636871,0.9720670391061452,0.9441340782122905,0.8994413407821229
28,0.8212290502793296,0.9776536312849162,0.9664804469273743,0.9776536312849162,0.9385474860335196,0.9050279329608939
29,0.8491620111731844,0.9888268156424581,0.9832402234636871,0.9832402234636871,0.9553072625698324,0.9106145251396648
